min_accuracy,min_precision,min_recall,min_f1,mean_accuracy,mean_precision,mean_recall,mean_f1,max_accuracy,max_precision,max_recall,max_f1
0.4479166666666667,0.47266468216416585,0.4479166666666667,0.4431924896808206,0.5206360326447352,0.5369081955018182,0.5206360326447352,0.5169392632893739,0.5891927083333334,0.6162951423823392,0.5891927083333334,0.5866586480436388
